participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,,,,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,,,,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,,,,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,,,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started,
068653,,,,,,,,,2381.2853191000177,,,239.9502823698601,0.7625518999993801,No,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2382.967337600072,2381.2751349000027,,,4,0,4,5,8,0,8,9,,,,2023.2.3,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence2,30,Multiple Vehicular Homicide,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-21_11h58.03.704,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2382.9819992000703,,,239.9502823698601,0.5835616000695154,No,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2384.130645200028,2382.967497500009,,,5,0,5,6,8,0,8,9,,,,2023.2.3,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence3,30,Multiple Vehicular Homicide,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-21_11h58.03.704,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2384.1450291000074,,,239.9502823698601,0.5942729000234976,No,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385.2173958000494,2384.1307985000312,,,6,0,6,0,8,0,8,9,,,,2023.2.3,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,criticalInculp,30,Multiple Vehicular Homicide,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-21_11h58.03.704,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2385.2270350001054,,,239.9502823698601,0.5077781000873074,No,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2386.259119,2385.2175495000556,,,7,0,7,7,8,0,8,9,,,,2023.2.3,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence4,30,Multiple Vehicular Homicide,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-21_11h58.03.704,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2388.537317300099,,,239.9502823698601,3.427230600034818,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2392.7711133999983,2388.52318,2388.520688700024,2386.2592884000624,0,0,0,5,9,0,9,2,,,,2023.2.3,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence2,6,Shoplifting a set of clothes while buying extra groceries,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-21_11h58.03.704,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2392.7817379001062,,,239.9502823698601,1.3417179000098258,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394.8135174000636,2392.7713253000984,,,1,0,1,3,9,0,9,2,,,,2023.2.3,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,minorExculp,6,Shoplifting a set of clothes while buying extra groceries,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-21_11h58.03.704,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2394.828036000021,,,239.9502823698601,2.4619531000498682,Yes,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398.730110400007,2394.813672200078,,,2,0,2,0,9,0,9,2,,,,2023.2.3,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,criticalInculp,6,Shoplifting a set of clothes while buying extra groceries,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-21_11h58.03.704,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2398.7446517000208,,,239.9502823698601,1.154182399972342,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.8332789000124,2398.730266400031,,,3,0,3,2,9,0,9,2,,,,2023.2.3,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,minorInculp,6,Shoplifting a set of clothes while buying extra groceries,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-21_11h58.03.704,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2400.844022500096,,,239.9502823698601,0.9432736999588087,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2402.4849814000772,2400.8334394000703,,,4,0,4,4,9,0,9,2,,,,2023.2.3,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence1,6,Shoplifting a set of clothes while buying extra groceries,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-21_11h58.03.704,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2402.499515900039,,,239.9502823698601,1.4029889999656007,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404.846958200098,2402.4851347000804,,,5,0,5,1,9,0,9,2,,,,2023.2.3,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,criticalExculp,6,Shoplifting a set of clothes while buying extra groceries,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-21_11h58.03.704,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2404.861315700109,,,239.9502823698601,1.055414800066501,No,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2406.5171511000954,2404.8471118001034,,,6,0,6,7,9,0,9,2,,,,2023.2.3,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence4,6,Shoplifting a set of clothes while buying extra groceries,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-21_11h58.03.704,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2406.527777200099,,,239.9502823698601,1.5257269999710843,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2408.9885918000946,2406.5173035000917,,,7,0,7,6,9,0,9,2,,,,2023.2.3,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence3,6,Shoplifting a set of clothes while buying extra groceries,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-21_11h58.03.704,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
